year,id_news,local,national,after_national,po_cst,ps_cst,ra_cst,rs_cst,qs_s,qtotal,ads_s,ads_p4_cst,ra_cst_div_qtotal
1960,1,1,0,0,2.595,2.2870033,52890270,62353350,88.9793588,94478.09148,30.60185,,559.8151823
1961,1,1,0,0,2.51,2.2048628,56601060,61515944,90.88828374,96288.53841,38.411293,,587.8275954
1962,1,1,0,0,2.395,2.1317086,64840750,58801090,90.75689491,97313.21594,31.590162,23.95,666.3098056
1963,1,1,0,0,2.742,2.4273443,70582940,69999680,90.10597139,101068.4976,27.198412,50.27,698.3673616
1964,1,1,0,0,2.6520002,2.3476722,74977890,67946460,89.63826008,102103.2095,31.105635,48.62,734.3343111
1965,1,1,0,0,2.589,2.2919016,74438250,68225260,89.59991927,105168.7926,47.8,47.465,707.7978947
1966,1,1,0,0,2.52,2.3134427,81383000,82732050,89.8313762,126235.3064,29.704227,46.2,644.6928544
1967,1,1,0,0,3.272,2.8761935,80263150,105385090,88.61730415,128666.7464,49.39873,87.935,623.8064787
1968,1,1,0,0,3.91,3.4529872,87165704,129917130,87.46813501,131823.7326,26.94512,84.065,661.2292209
1969,1,1,0,0,3.675,3.277377,102596380,122107470,86.8404908,132417.288,31.744564,79.0125,774.7959617
1970,1,1,0,0,3.495,3.1271052,102968170,122168140,86.73469388,134441.3,33.717175,,765.8968635
1971,1,1,0,0,3.305,2.9474099,103353970,122872050,86.73469388,137339.16,33.23256,,752.5455231
1972,1,1,0,0,4.361,3.89375,123905450,145924800,88.7755102,133891.52,32.259613,,925.4167105
1973,1,1,0,0,4.56,4.166113,128207160,136306540,88.84111384,132700.2336,29.699074,,966.1411779
1974,1,1,0,0,4.4088,4.0408525,120566060,153140180,88.7755102,131491.5,45.431816,,916.9114353
1960,3,1,0,0,2.595,2.2002914,10002009,16837750,37.01781699,28905,,,346.03041
1961,3,1,0,0,2.51,2.13513,10387659,16627949,36.86796226,28751.25,,,361.2941698
1962,3,1,0,0,2.395,2.050621,11720479,15926509,35.64689559,28830,7.857143,,406.5375997
1963,3,1,0,0,2.742,2.3988705,11886299,20097118,29.94652406,30481,3.2142856,18.28,389.9576457
1964,3,1,0,0,2.6520002,2.2674026,13566996,18339724,30.10752688,30413.79,6.964286,17.68,446.0804129
1965,3,1,0,0,2.589,2.3050816,12627709,18196790,29.34782609,31372,4.84375,17.26,402.5152684
1966,3,1,0,0,2.52,2.2509806,12283228,18568242,29.34782609,32200,8.59375,16.8,381.4667081
1967,3,1,0,0,3.272,2.9598684,14577905,24004452,27.47252747,32487,3.125,17.0962,448.7304152
1968,3,1,0,0,3.91,3.4275975,15162902,26124368,26.37362637,29757,9.21875,17.0476,509.5574823
1969,3,1,0,0,3.675,3.2426472,18711306,24676802,25.82417582,30030,4.53125,17.640001,623.0871129
1970,3,1,0,0,3.495,3.0637987,21762966,24070994,25.66666667,30060,10.625,137.004,723.9842315
1971,3,1,0,0,3.305,2.9161766,25216006,23839718,24.44444444,31309.2,10.625,171.86,805.3864679
1972,3,1,0,0,4.361,3.89375,24032848,29109676,25.55555556,31093.2,14.444444,168.21,772.9293865
1973,3,1,0,0,3.99,3.5742574,27381870,28918648,24.51833095,31743.2684,12.222222,168.15,862.6039907
1974,3,1,0,0,4.509,3.998112,25690824,30871876,24.17582418,31352.23,14.833334,165.33,819.4257314
1960,6,1,0,0,,,,,,,,,
1961,6,1,0,0,,,,,,,,,
1962,6,1,0,0,,,,,,,,,
1963,6,1,0,0,,,,,,,,,
1964,6,1,0,0,,,,,,,,,
1965,6,1,0,0,2.589,2.3355114,20892134,25711802,28.72928177,41636.335,,,501.7764892
1966,6,1,0,0,2.52,2.2657895,20845406,26193002,29.26044928,43695.18909,,,477.0640987
1967,6,1,0,0,2.863,2.4785552,19668050,28623058,30.10752688,43758.36,,,449.4695414
1968,6,1,0,0,3.0736666,2.691321,19925526,31053116,30.07168459,42999.54,,,463.3892828
1969,6,1,0,0,3.2843332,2.9040868,20183004,33483172,30.03584229,42240.72,,,477.8091851
1970,6,1,0,0,3.495,3.1168525,20440480,35913228,30,41481.9,,,492.7565999
1971,6,1,0,0,3.305,2.9668646,20986122,34890964,28.57142857,42778.19,,,490.5799427
1972,6,1,0,0,3.6475,3.4140775,22927996,38428896,28.33065811,43186.085,,,530.9116582
1973,6,1,0,0,3.99,3.8612905,24869870,41966824,28.08988764,43593.98,,,570.4886317
1974,6,1,0,0,3.9579,,22771658,43536084,26.81564246,43318.895,,,525.6749508
1960,7,1,0,0,,,12686692,,,,15.875001,,
1961,7,1,0,0,2.51,2.1703632,19655880,22452440,57.82312925,38220,11.988638,,514.2825746
1962,7,1,0,0,2.395,2.070924,26625068,23053176,55.31914894,40420,8.75,31.135,658.7102425
1963,7,1,0,0,2.742,2.4052632,29725026,27045504,52.63157895,41325,7.3437495,29.705,719.2988748
1964,7,1,0,0,2.6520002,2.3186884,30580388,26802700,52.63157895,42275,9.814815,28.73,723.3681372
1965,7,1,0,0,2.589,2.3924754,31399134,28132488,50.52631579,44650,7.395834,28.0475,703.2280851
1966,7,1,0,0,2.52,2.3210526,37169916,28123506,50.52631579,46041.75,6.9444447,109.2,807.3089316
1967,7,1,0,0,3.272,2.9426403,38834764,36267076,51.06382979,45938.74,13.425926,128.835,845.3597987
1968,7,1,0,0,3.91,3.5099669,43140548,45578150,49.46236559,45794.13,7.638889,125.12,942.0541017
1969,7,1,0,0,3.675,3.2747524,53476904,39542704,49.46236559,45790.41,17.375,117.6,1167.862528
1970,7,1,0,0,3.495,3.0838234,39927110,39746670,49.46236559,46927.8,10.041667,137.004,850.819983
1971,7,1,0,0,3.305,2.9353619,42565990,39123716,48.38709677,48676.2,8.842593,171.86,874.4723294
1972,7,1,0,0,4.361,3.932558,49522532,44452500,48.81465517,48249.504,23.166666,168.21,1026.384271
1973,7,1,0,0,3.99,3.515,50395160,45518040,48.7012987,48321.504,11.5,168.15,1042.91373
1974,7,1,0,0,4.4088,4.034899,50130650,46085310,50,47143.56,12.5,165.33,1063.36157
1960,13,1,0,0,,,,,,113605.9824,10.652778,,
1961,13,1,0,0,2.51,2.1703632,38633890,43527696,65.82779914,85830,14.25,,450.1210532
1962,13,1,0,0,2.395,2.0641117,31514826,25525024,55.43106624,58054.01758,13.902778,,542.8534891
1963,13,1,0,0,2.742,2.3751974,33956916,32683856,51.39825341,61802.77128,19.180555,,549.4400218
1964,13,1,0,0,2.6520002,2.289705,33095460,32042844,50.72144427,62487.12537,18.652777,,529.6364619
1965,13,1,0,0,2.589,2.3355114,33870868,32137406,50.39499685,62120.11283,17.222221,60.41,545.2480115
1966,13,1,0,0,2.52,2.2657895,35998550,30993442,50.82146925,60361.16913,14.447369,59.093124,596.3858971
1967,13,1,0,0,3.272,2.9621925,27561332,39600268,49.97809899,59996.3268,14.750001,57.77625,459.3836568
1968,13,1,0,0,3.91,3.498421,25540918,45742450,49.76177285,58245.545,15.880953,56.459373,438.5042324
1969,13,1,0,0,3.675,3.3099337,29577186,42622270,49.07243816,58405.7664,10.6875,55.1425,506.4086617
1970,13,1,0,0,3.495,3.1271052,28560734,40943064,47.77777778,58401,14.711111,53.825626,489.0452903
1971,13,1,0,0,3.305,2.9668646,31983960,39983944,48.31460674,57793.93,11.568181,52.50875,553.4138274
1972,13,1,0,0,4.361,3.8163908,33304272,43706548,48.59406383,55319.7374,14.862745,51.191875,602.0323589
1973,13,1,0,0,3.99,3.4917219,32683600,44336396,47.77777778,54709.2,16.729168,49.875,597.4059208
1974,13,1,0,0,4.1583,4.2300606,29987760,45013548,47.77777778,54126.9,22.15306,48.346497,554.0269256
1960,16,1,0,0,,,10449782,,,28635.46704,15.75,,364.9244479
1961,16,1,0,0,2.51,2.1213548,10388990,17228378,25.02202643,28375,20.458334,,366.1318062
1962,16,1,0,0,2.395,2.0176528,10328198,15619324,21.16343177,28114.53296,8.333333,28.74,367.3615356
1963,16,1,0,0,2.742,2.3292258,12339000,21424262,24.17391279,29348,9.166667,27.42,420.4375085
1964,16,1,0,0,2.6520002,2.295,13419120,21511340,25.19565251,30194.4,20.625,26.52,444.4241316
1965,16,1,0,0,2.589,2.240481,13100340,20995976,25.19565251,30194.4,4.5833335,26.081778,433.8665448
1966,16,1,0,0,2.52,2.1877813,14324696,19926268,25,33174.28,6.875,26.880001,431.8012629
1967,16,1,0,0,2.6585,2.3220644,16089667,22397124,27.2390499,32581.9,21.36905,122.9045,493.8222449
1968,16,1,0,0,3.91,3.4307096,19053648,28417992,27.15584128,30805.619,24.285715,125.902,618.5120968
1969,16,1,0,0,3.675,3.214148,21556830,26075288,27.19033233,30289.2804,15.654761,118.335,711.6983208
1970,16,1,0,0,3.495,3.0665805,20652968,26525352,27.47252747,31546.97,16.25,129.315,654.6735867
1971,16,1,0,0,3.8241665,3.3879337,21728468,29897236,27.47252747,33181.785,15.781251,122.285,654.8311973
1972,16,1,0,0,4.153333,3.7092872,22803968,33269122,27.47252747,34816.6,19.166666,124.6,654.9740067
1973,16,1,0,0,3.99,3.5739548,23745732,32066776,28.15714598,33692.7198,23.51852,122.18727,704.7733796
1974,16,1,0,0,4.4088,3.624598,21883400,34922664,27.47252747,34094.06,18.796297,116.06501,641.8537423
1960,25,1,0,0,,,,,,,,,
1961,25,1,0,0,,,,,,,,,
1962,25,1,0,0,,,,,,,,,
1963,25,1,0,0,,,,,,,,,
1964,25,1,0,0,,,,,,,,,
1965,25,1,0,0,2.1575,1.7145696,690693.44,710680.5,16.21621622,1480,,,466.6847568
1966,25,1,0,0,2.1,1.6688741,840949.2,691740,16.21621622,1480,,,568.2089189
1967,25,1,0,0,2.454,2.112715,818924.3,820126.8,16.21621622,1480,,,553.3272297
1968,25,1,0,0,,,,,,,,,
1969,25,1,0,0,,,,,,,,,
1970,25,1,0,0,,,,,,,,,
1971,25,1,0,0,,,,,,,,,
1972,25,1,0,0,,,,,,,,,
1973,25,1,0,0,,,,,,,,,
1974,25,1,0,0,,,,,,,,,
1960,28,1,0,0,,,,,,93546.23797,16.285713,,
1961,28,1,0,0,2.51,2.1703632,28112000,51469412,32.06199593,93568.7225,20.23611,,300.4422765
1962,28,1,0,0,2.395,2.0641117,31125420,49089304,28.95464313,93591.20703,9.166666,,332.5677805
1963,28,1,0,0,2.742,2.3601644,35454060,54339536,29.03225806,94542.87,8.095238,45.7,375.0051167
1964,28,1,0,0,2.6520002,2.2752132,37043136,52604016,29.5824793,94629.07486,6.805556,44.2,391.4561783
1965,28,1,0,0,2.589,2.3355114,35814500,53385860,29.78488705,95090.0366,5.6770835,43.15,376.637777
1966,28,1,0,0,2.52,2.2657895,39317040,53388976,29.88657556,97223.91075,3.90625,75.6,404.3968166
1967,28,1,0,0,3.272,2.9523842,40496730,70201310,29.53310414,99251.9224,6.9270835,73.62,408.0196033
1968,28,1,0,0,3.91,3.498421,38138920,81014610,28.02868151,100120.0256,5.2083335,70.38,380.9319841
1969,28,1,0,0,3.675,3.3209302,51866664,42719550,29.17577613,97145.3564,8.333334,66.15,533.907805
1970,28,1,0,0,3.495,3.1168525,65968864,83076670,29.21348315,98729.48,8.854167,84.4392,668.1779748
1971,28,1,0,0,3.305,2.9668646,47677930,80742616,28.26086957,104608.6,9.270833,92.54,455.7744774
1972,28,1,0,0,4.361,3.8290699,53831236,94962040,30.76923077,102487.84,12.96875,96.565,525.2451022
1973,28,1,0,0,3.99,3.401613,57850860,94984664,30.76923077,103012,13.958333,88.35,561.5934066
1974,28,1,0,0,4.4088,3.554392,53506250,101307400,36.26373626,101610.6,14.768518,86.673,526.5813803
1960,34,1,0,0,2.595,2.1652548,37396524,41160748,31.33694351,69323.9275,19.064104,,539.4461241
1961,34,1,0,0,2.51,2.1145337,41153920,40640376,30.19419293,69467,20.219511,,592.4240287
1962,34,1,0,0,2.395,2.011186,45959400,39487784,29.736841,70547,12.172619,47.978,651.4720683
1963,34,1,0,0,2.742,2.3142948,52866016,45548844,27.95483295,72130.36457,13.750001,54.84,732.9231775
1964,34,1,0,0,2.6520002,2.231182,56370470,47481804,29.61282805,72348.46747,16.56622,53.04,779.1522332
1965,34,1,0,0,2.589,2.1851602,53320144,47544640,27.15658252,75572.89743,11.755952,51.78,705.545848
1966,34,1,0,0,2.52,2.126923,55808180,44829220,27.29001574,77099.99708,15.277779,50.4,723.841532
1967,34,1,0,0,3.272,2.8855016,53967908,59582420,27.24090379,78862.5112,6.7187505,50.716003,684.329058
1968,34,1,0,0,3.91,3.1330128,49048580,66032384,27.81569966,74511.072,14.111112,49.266003,658.2723706
1969,34,1,0,0,3.675,2.9637096,59272172,60609600,27.55417957,73209.6619,18.666668,48.51,809.6222611
1970,34,1,0,0,3.495,2.8004808,55826348,61149660,26.59574468,75254.52,17.604168,49.541626,741.8338194
1971,34,1,0,0,3.305,2.6567523,58740710,59438956,26.59574468,77222.88,21.611113,47.9225,760.6645854
1972,34,1,0,0,4.361,3.4164517,66556916,69070904,27.65957447,76527.28,18.137257,47.348,869.7149043
1973,34,1,0,0,3.99,3.1666667,70670856,67632590,27.95698925,75622.95,5.714286,48.640003,934.5159902
1974,34,1,0,0,4.5591,3.4860432,64803948,70533260,29.03225806,73082.19,21.46605,50.1,886.7269577
1960,38,1,0,0,,,,,,,17.114582,,
1961,38,1,0,0,,,,,,,22.642857,,
1962,38,1,0,0,,,,,,,11.25,,
1963,38,1,0,0,2.742,2.3435898,185542000,259840740,23.72308367,460269,15.920636,,403.1164384
1964,38,1,0,0,2.6520002,2.38,239285100,254093180,23.72258561,460281.9725,15.098039,167.96,519.8663304
1965,38,1,0,0,2.589,2.3234618,254007520,247639580,23.76282805,461173.957,12.1875,163.97,550.7846142
1966,38,1,0,0,2.52,2.2615385,260854400,240016260,23.72492924,457626.25,16.63889,159.6,570.0162523
1967,38,1,0,0,3.272,2.9233444,261499730,312297730,21.97802198,465977.33,17.239584,327.2,561.1855195
1968,38,1,0,0,3.91,3.3836539,236833390,351737020,22.47191011,432964.53,16.299019,312.8,547.0041391
1969,38,1,0,0,3.675,3.2008064,247332460,321884030,22.47191011,423698.74,23.805555,323.4,583.7460362
1970,38,1,0,0,3.495,3.0245192,239337600,319825820,22.47191011,421385.63,21,307.56,567.9776028
1971,38,1,0,0,3.305,2.8905466,240445440,292301600,23.33333333,429578.1,10.868422,290.84,559.7246228
1972,38,1,0,0,4.361,3.8183873,214843060,329252450,23.86363636,403641.04,22.431818,274.12,532.2626758
1973,38,1,0,0,3.99,3.482315,245358350,335110140,23.59550562,383889.04,21.785713,256.5,639.1387209
1974,38,1,0,0,4.4088,3.8538463,319332380,365038620,22.47191011,397571.9,20.225,250.5,803.206615
1960,44,1,0,0,,,,,,,19.576923,,
1961,44,1,0,0,,,,,,,22.4,,
1962,44,1,0,0,,,,,,,20.607145,124.54,
1963,44,1,0,0,,,,,,,16.933332,118.82,
1964,44,1,0,0,,,,,,,23.53125,114.92,
1965,44,1,0,0,2.589,,179940940,177889340,16.61189784,284639.785,16.411764,114.779,632.1707276
1966,44,1,0,0,2.52,2.1807692,190804220,167107000,16.60653841,274869.7684,21.694445,113.4,694.1622613
1967,44,1,0,0,3.272,2.8761935,181842800,220011250,16.66666667,279641.484,22.587301,110.43,650.2711879
1968,44,1,0,0,3.91,3.4869509,188767600,255205250,16.08294931,275561.356,19.235294,172.04,685.0292898
1969,44,1,0,0,3.675,3.2245162,214328300,236422480,16.69720568,263520.4084,16.447369,161.7,813.3271396
1970,44,1,0,0,3.495,3.0469232,185300600,225952460,15.90909091,256578.08,23.595238,153.78,722.1996517
1971,44,1,0,0,3.305,2.9187014,180180540,214983250,17.04545455,262306.88,16.684212,161.945,686.9074117
1972,44,1,0,0,4.361,3.8557003,227737040,256585400,17.04545455,264000,26.5,152.635,862.640303
1973,44,1,0,0,3.99,3.5048544,219759020,262405260,17.28324361,272218.6104,21.125,146.0625,807.2887437
1974,44,1,0,0,4.4088,4.0871053,227047420,291056400,17.24137931,263278.53,17.357143,144.0375,862.3848667
1960,48,1,0,0,,,,,,,,,
1961,48,1,0,0,,,,,,,,,
1962,48,1,0,0,,,,,,,,,
1963,48,1,0,0,,,,,,,,,
1964,48,1,0,0,,,,,,,,,
1965,48,1,0,0,2.589,2.3924754,,48825176,38.58665359,76183.13217,,,
1966,48,1,0,0,2.52,2.3210526,44270504,48662170,38.04433602,77746.142,,,569.423805
1967,48,1,0,0,3.272,2.9523842,47565150,59707188,48.8372093,75784.92,,,627.6334395
1968,48,1,0,0,3.91,3.4387622,57313600,72564380,34.99491353,72905.4729,,,786.135769
1969,48,1,0,0,3.675,3.2747524,51956252,64058500,36.86513878,69852.1301,,,743.8034019
1970,48,1,0,0,3.9036667,3.494021,48201460,57972372,37.98672087,60451.83673,,,797.3531096
1971,48,1,0,0,4.1323333,3.7132895,44446668,51886250,39.10830296,51051.54337,,,870.6233949
1972,48,1,0,0,4.361,3.932558,40691876,45800120,40.22988506,41651.25,,,976.9665016
1973,48,1,0,0,3.99,3.7089043,39434310,44296410,40.22988506,42449.91,,,928.9609801
1974,48,1,0,0,4.4088,4.0703316,58683336,40937560,39.53488372,42433.26,,,1382.956106
1960,51,1,0,0,2.595,2.2721043,89681220,96187840,88.68732113,141299.7917,38.808823,,634.6875599
1961,51,1,0,0,2.51,2.197681,97398480,94667670,90.10835914,144196.3889,46.70588,,675.4571368
1962,51,1,0,0,2.395,2.1176841,118428510,90066470,85.2752675,145964.3618,45.06579,,811.3522268
1963,51,1,0,0,2.742,2.481285,136878130,110264750,86.60860539,147588.7679,45.680553,45.7,927.4291803
1964,51,1,0,0,2.6520002,2.3920002,151712740,108831096,87.79591837,150991.54,54.142857,44.2,1004.776427
1965,51,1,0,0,2.589,2.3505394,155136750,102223624,88.15888638,146266.9246,49.105263,45.3075,1060.641361
1966,51,1,0,0,2.52,2.2878947,162836930,104880870,87.84058014,154142.7303,50.510414,44.1,1056.403567
1967,51,1,0,0,3.272,2.913791,182758430,137883800,88.07144376,157924.8588,42.527775,87.935,1157.249285
1968,51,1,0,0,3.91,3.4869509,185177550,194017810,87.82693984,186649.9336,47.354164,84.065,992.1115236
1969,51,1,0,0,3.675,3.2990098,215447470,184188540,86.79569892,188806.74,55.910717,79.0125,1141.100524
1970,51,1,0,0,3.495,3.1168525,235742530,183362850,86.31578947,195759.85,59.555553,,1204.243516
1971,51,1,0,0,3.305,2.9474099,238742540,189099650,86.31578947,200374,52.91,,1191.484624
1972,51,1,0,0,4.361,3.8809834,271476130,226630300,86.17021277,201230.5,56.26852,,1349.080433
1973,51,1,0,0,4.56,4.152318,291017280,225328900,87.58064516,204201.03,48.218044,,1425.150892
1974,51,1,0,0,4.4088,3.929412,258304880,256578180,85.41666667,208512,49.500004,,1238.801028
1960,53,1,0,0,,,1900241,,,,16.125002,,
1961,53,1,0,0,2.0080001,1.4910891,2028664.5,2082539.4,57.01754386,6840,21.25,,296.5883772
1962,53,1,0,0,1.916,1.4180921,2157088,2036756.5,53.50686913,6915,13.375001,7.664,311.9433116
1963,53,1,0,0,1.828,1.3574257,2506131.2,1706302.9,40,5942.25,15.625,7.3120003,421.7478565
1964,53,1,0,0,1.768,1.3128713,2548855,1712549.2,42.10526316,6051.5,6,7.956,421.1939189
1965,53,1,0,0,1.7260001,1.2816832,2418057,1703361.8,42.10526316,6165.5,9.25,8.342333,392.1915498
1966,53,1,0,0,1.68,1.2475247,2447077.8,1721783.6,50.52631579,6175,11.75,7.7699995,396.2879028
1967,53,1,0,0,2.454,1.9086667,2558458.5,2493652,49.47368421,6043.9,9.291667,7.362,423.3125134
1968,53,1,0,0,3.128,2.3227723,2648133.5,2920288.5,46.31578947,5985,14.124998,7.0379996,442.4617377
1969,53,1,0,0,2.94,2.1903973,3607754.8,2419434.8,42.55319149,5828,21.875,7.35,619.0382292
1970,53,1,0,0,2.796,2.0762377,3400774.8,2213013,44.21052632,5633.5,19.874998,6.99,603.6699743
1971,53,1,0,0,2.644,1.9441178,3347165.2,2101636.2,44.21052632,5820.65,10.75,6.61,575.0500717
1972,53,1,0,0,2.492,1.8504951,3647995.2,2093772.1,51.06382979,5708.62,36.375,6.23,639.032761
1973,53,1,0,0,2.28,1.6986755,3868356.2,1962920.4,53.76344086,5283.33,33.375,5.7,732.1814462
1974,53,1,0,0,2.004,1.8188119,4107273.2,1876515.5,53.76344086,5557.68,34.25,5.01,739.0265722
1960,54,1,0,0,,,,,,,7,,
1961,54,1,0,0,1.0040001,0.8256579,,611582.7,22.34636872,4475,2,,
1962,54,1,0,0,0.958,0.79833335,,545860.94,23.58490566,4240,4.5,,
1963,54,1,0,0,0.914,0.7541254,,660457.25,22.22222222,4770,1.625,,
1964,54,1,0,0,0.884,0.7293729,,638779.25,22.22222222,4770,6.25,,
1965,54,1,0,0,0.86300004,0.7191667,638620,624723.25,27.17391304,4968,7.3750005,11.219,128.5466989
1966,54,1,0,0,0.84,0.70000005,609000,608073.6,27.17391304,4968,8.5,10.92,122.5845411
1967,54,1,0,0,0.818,0.6816667,572600,566402.3,22.22222222,4860,6.7083335,10.634,117.81893
1968,54,1,0,0,1.564,1.0426667,625975.4,777390.56,25,4160,18,11.339001,150.4748558
1969,54,1,0,0,1.47,0.9800001,617400,730667.56,25,4160,20.25,10.6575,148.4134615
1970,54,1,0,0,1.398,0.93200004,629100,717042.9,23.52941176,4250,18.25,10.1355,148.0235294
1971,54,1,0,0,1.983,1.4321667,664966,963156.3,25,4000,15.375,10.576,166.2415
1972,54,1,0,0,,,,,,,,,
1973,54,1,0,0,,,,,,,,,
1974,54,1,0,0,,,,,,,,,
1960,57,1,0,0,2.595,2.2218628,4773209.5,,46.79953154,24762,4.289474,,192.7634884
1961,57,1,0,0,2.51,2.1145337,4851231,,45.91882017,22902.09009,8.083334,,211.8248152
1962,57,1,0,0,2.395,2.0641117,5125336,7629079,45.03810879,21042.18018,8.152174,43.11,243.5743805
1963,57,1,0,0,2.742,2.3601644,6762032.5,9829032,43.86051781,21216,5.090909,41.13,318.7232513
1964,57,1,0,0,2.6520002,2.2752132,11838343,12028986,42.68292683,26018.6,11.217392,39.78,454.9953879
1965,57,1,0,0,2.589,2.2581832,13272187,10614809,36.96900186,29411.92813,9.136364,38.835,451.2518507
1966,57,1,0,0,2.52,2.2178218,8629104,11601048,36.4044961,31936.76,7.1739135,37.8,270.1934698
1967,57,1,0,0,3.272,2.9329605,9378047,17037234,34.28886439,35300.44,10.767858,36.81,265.6637424
1968,57,1,0,0,3.91,3.4726975,8215976.5,20691642,32.08379272,35714.032,7.869565,35.19,230.0489763
1969,57,1,0,0,3.675,3.3075,9323700,14508770,41.11111111,27764.1,8.314815,33.075,335.8185571
1970,57,1,0,0,3.495,3.104112,9496565,15460056,43.33333333,28362.6,8.732142,31.455,334.8270257
1971,57,1,0,0,3.305,4.144884,13609474,14582797,43.33333333,29166.3,5.444444,29.745,466.6164032
1972,57,1,0,0,4.361,3.9456666,8921235,16739175,44.94382022,28315.35,11.911764,28.035,315.0670926
1973,57,1,0,0,3.99,3.5860927,9200131,17745776,47.19101124,28188.08,6.469697,25.65,326.3837409
1974,57,1,0,0,4.4088,4.064404,10547042,17501604,47.77777778,28012.5,8.671875,25.05,376.5119857
1960,60,1,0,0,,,,,,,12.849999,,
1961,60,1,0,0,,,,,,,14.25,,
1962,60,1,0,0,,,,,,,13.125,19.16,
1963,60,1,0,0,,,,,,,12.409091,18.28,
1964,60,1,0,0,2.6520002,2.289705,9966746,13640320,56.5374093,23160.31905,15.291667,17.68,430.3371633
1965,60,1,0,0,2.589,2.3355114,9998019,14596274,54.50547252,25174.99314,13.038462,17.26,397.1408827
1966,60,1,0,0,2.52,2.2657895,11910276,15428714,52.4756706,26843.91577,10,19.32,443.686238
1967,60,1,0,0,3.272,2.9621925,13346709,19816874,52.04904808,27811.9755,22.905407,18.814,479.8907219
1968,60,1,0,0,3.91,3.498421,12840143,24588316,51.98204936,27885.1405,17.566666,17.986,460.4654224
1969,60,1,0,0,3.675,3.3099337,18401064,22809134,52.14789485,27445.1424,15.799999,16.904999,670.4670623
1970,60,1,0,0,3.495,3.1168525,15279651,23656306,48.93617021,28302.46,14.093751,89.8215,539.8700678
1971,60,1,0,0,3.928,3.423394,17540460,24892756,50.53191489,28645.09,13.875,92.54,612.3374023
1972,60,1,0,0,4.361,3.7299354,19801270,26129206,52.12765957,28987.72,18.027777,96.565,683.0916678
1973,60,1,0,0,3.99,3.4348536,30451030,27642560,52.12765957,29349.62,13.333334,18.525,1037.527232
1974,60,1,0,0,4.509,4.0096536,24435132,28441770,51.86161797,29399.6329,17.772726,16.2825,831.1373167
1960,62,1,0,0,2.595,1.9894999,5934661,10151164,60.61532192,19632,9.375,,302.2952832
1961,62,1,0,0,2.51,1.9243333,7502882,9924396,54.19354839,19375,10.699999,,387.2455226
1962,62,1,0,0,2.395,1.8120065,7157237,9415036,53.38176064,19107.65002,13.099999,13.412,374.5744239
1963,62,1,0,0,2.742,2.164737,7934735.5,8829071,57.30337079,17189.46,7.666666,12.796,461.6046985
1964,62,1,0,0,2.6520002,2.151842,8063556.5,9455866,58.72093023,17669.56,14.272727,12.375999,456.3529879
1965,62,1,0,0,2.589,2.1146357,8543381,9165804,58.72093023,17591.3,7.363636,13.808001,485.6594453
1966,62,1,0,0,2.52,2.0514853,9513210,8573916,59.92199618,17345.04993,9.727273,13.440001,548.4682972
1967,62,1,0,0,3.272,2.7719603,9476890,11188283,61.02423302,17172.85,7.888889,13.088,551.8530704
1968,62,1,0,0,3.91,3.2926316,8188072,13943259,58.40236686,17636.84,11.071428,12.512,464.2595839
1969,62,1,0,0,3.675,3.1255813,8489647,12792753,59.58230958,17299.942,8.653846,11.76,490.7326857
1970,62,1,0,0,3.495,2.9923747,9566752,12046916,59.75609756,16861.66,5.8333335,11.184,567.3671513
1971,62,1,0,0,3.305,2.7923434,11724269,10982693,57.31707317,16475.44,19.900002,10.576,711.6209946
1972,62,1,0,0,4.361,3.403808,16787776,13346286,51.2195122,17890.76,24.833332,,938.3489578
1973,62,1,0,0,3.99,3.1142385,16858160,11482906,66.66666667,14075.25,23.074999,,1197.716559
1974,62,1,0,0,4.4088,3.6376238,15061132,11218693,63.63636364,14234.22,16.6875,,1058.093243
1960,66,1,0,0,,,,,,,17.12857,,
1961,66,1,0,0,,,,,,,15.887097,,
1962,66,1,0,0,,,,,,,14.140624,,
1963,66,1,0,0,,,,,,,14.571428,,
1964,66,1,0,0,,,,,,,22.597223,,
1965,66,1,0,0,2.589,2.3536365,25898690,23169130,14.20454545,35200,17.428572,,735.7582386
1966,66,1,0,0,2.52,2.2615385,26490702,23023846,13.95348837,40201.98,21.011906,,658.9402313
1967,66,1,0,0,3.272,2.9329605,22694068,25016356,14.94252874,34636.44,11.066668,,655.2078678
1968,66,1,0,0,3.91,3.566554,16589129,26373982,14.11764706,32049.25,16.097563,,517.6136415
1969,66,1,0,0,3.675,3.2008064,17324340,25003952,14.11764706,31054.75,17.60465,,557.8644169
1970,66,1,0,0,3.495,3.0245192,16547427,22191476,14.28571429,29197.56,17.695652,,566.7400632
1971,66,1,0,0,3.305,2.8692927,19767886,19722256,13.0952381,28218.12,9.930232,,700.5387319
1972,66,1,0,0,4.361,3.79391,17258446,24274442,13.25301205,27808.32,19.212767,,620.6216701
1973,66,1,0,0,3.99,3.4935484,13003000,24346860,14.45783133,27019.82,15.086957,,481.2393273
1974,66,1,0,0,4.4088,3.8538463,14625202,25042810,15.29411765,24300.65,16.875,,601.8440659
1964,67,1,,,,,,,,,,,
1965,67,1,0,0,2.589,2.2199357,29700360,22061676,2.588619372,39963.3034,14.535715,,743.1908145
1966,67,1,0,0,2.52,2.2076924,28848682,22726398,2.325581395,41817.5,15.500001,,689.8710349
